"tahun","bulan","PACKAGE_NAME","LIST_TEST","PAY","jumlah_pembelian"
"2021","06",Paket MERDEKA Basic,"Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, eGFR, Asam Urat, Glukosa Darah Puasa, HbA1C",641500.0,1
"2021","06",Umum,Glukosa Darah 2 Jam PP,60000.0,1
"2021","06",Umum,D-dimer,485000.0,1
"2021","06",Umum,"SGOT, SGPT",140000.0,1
"2021","06",Umum,"Hematologi Lengkap, PCR SARS CoV-2 - Reguler",947000.0,1
"2021","06",Umum,PCR SARS CoV-2 - Reguler,600000.0,1
"2021","06",Umum,PCR SARS CoV-2 - Reguler,399500.0,1
"2021","06",Umum,"Hematologi Rutin, Antigen SARS-CoV-2 ",304000.0,1
"2021","06",Umum,"Hematologi Lengkap, Dengue NS 1 Ag",760000.0,1
"2021","06",Umum,"D-dimer, SARS-CoV2 Antibody (Kuantitatif)",670000.0,1
"2021","06",Umum,Golongan Darah,108000.0,1
"2021","07",Umum,Antigen SARS-CoV-2 ,179000.0,2508
"2021","07",Umum,PCR SARS CoV-2 - Reguler,799000.0,1830
"2021","07",Umum,PCR SARS CoV-2 (CITO 1),990000.0,79
"2021","07",PROMO PELAJAR / MAHASISWA,Antigen SARS-CoV-2 ,149000.0,57
"2021","07",Umum,Antigen SARS-CoV-2 ,89500.0,47
"2021","07",Umum,Antibody IgG & IgM SARS-CoV-2,95000.0,43
"2021","07",Umum,SARS-CoV2 Antibody (Kuantitatif),185000.0,9
"2021","07",Umum,PCR SARS CoV-2 (CITO 1),1199000.0,8
"2021","07",Umum,"Antigen SARS-CoV-2 , PCR SARS CoV-2 - Reguler",978000.0,6
"2021","07",Umum,PCR SARS CoV-2 - Reguler,399500.0,4
"2021","07",Umum,Hematologi Lengkap,148000.0,4
"2021","07",Paket Merdeka Basic,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa",260000.0,2
"2021","07",Paket MERDEKA Medium,"Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat, Glukosa Darah Puasa",334000.0,2
"2021","07",Umum,"SARS-CoV2 Antibody (Kuantitatif), PCR SARS CoV-2 - Reguler",984000.0,2
"2021","07",Umum,"Hematologi Lengkap, Widal",367000.0,2
"2021","07",Umum,"Kolesterol Total, Kolesterol LDL, Kolesterol LDL Direk, Trigliserida",350000.0,1
"2021","07",Umum,"Kolesterol Total, Glukosa Darah Sewaktu",130000.0,1
"2021","07",Umum,"Ureum, Kreatinin",140000.0,1
"2021","07",Umum,"Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Glukosa Darah Puasa",528000.0,1
"2021","07",Umum,PCR SARS CoV-2 - Reguler,639200.0,1
"2021","07",Umum,"Anti HCV, HBsAg Rapid",784000.0,1
"2021","07",Umum,"Hematologi Lengkap, PCR SARS CoV-2 - Reguler",947000.0,1
"2021","07",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida",390000.0,1
"2021","07",Umum,"D-dimer, PCR SARS CoV-2 - Reguler",1735000.0,1
"2021","07",Paket MERDEKA Basic,"Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, eGFR, Asam Urat, Glukosa Darah Puasa, HbA1C",641500.0,1
"2021","07",Umum,"Hematologi Rutin, PCR SARS CoV-2 (CITO 1)",1115000.0,1
"2021","07",Umum,"Antibody IgG & IgM SARS-CoV-2, Antigen SARS-CoV-2 ",274000.0,1
"2021","07",Umum,"Hematologi Lengkap, Antigen SARS-CoV-2 ",327000.0,1
"2021","07",Umum,"Hematologi Lengkap, D-dimer",923000.0,1
"2021","07",Umum,Glukosa Darah Sewaktu,60000.0,1
"2021","07",Umum,Hematologi Rutin,125000.0,1
"2021","07",Umum,"SGOT, SGPT, Asam Urat, Glukosa Darah Puasa",270000.0,1
"2021","07",Umum,"Hematologi Rutin, SGOT, SGPT, Ureum, Kreatinin",405000.0,1
"2021","07",Umum,"Hematologi Lengkap, Widal, PCR SARS CoV-2 - Reguler",1166000.0,1
"2021","07",Umum,"Antigen SARS-CoV-2 , SARS-CoV2 Antibody (Kuantitatif)",364000.0,1
"2021","07",Umum,Widal,219000.0,1
"2021","07",Umum,"Hematologi Rutin, Glukosa Darah Sewaktu, HBsAg Rapid, Urine Lengkap ",378000.0,1
"2021","08",Umum,Antigen SARS-CoV-2 ,179000.0,914
"2021","08",Umum,PCR SARS CoV-2 - Reguler,799000.0,510
"2021","08",Umum,PCR SARS CoV-2 - Reguler,495000.0,496
"2021","08",Umum,PCR SARS CoV-2 (CITO 1),990000.0,128
"2021","08",Umum,Antigen SARS-CoV-2 ,125000.0,125
"2021","08",Umum,"PCR SARS CoV-2 - Reguler, Biaya Adm CIto",795000.0,100
"2021","08",PaHe C,SARS-CoV2 Antibody (Kuantitatif),185000.0,18
"2021","08",Paket MERDEKA Complete,"Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, eGFR, Asam Urat, Glukosa Darah Puasa, HbA1C",645000.0,16
"2021","08",Umum,SARS-CoV2 Antibody (Kuantitatif),185000.0,15
"2021","08",Umum,Antigen SARS-CoV-2 ,89500.0,13
"2021","08",Paket MERDEKA Basic,"Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, eGFR, Asam Urat, Glukosa Darah Puasa, HbA1C",641500.0,12
"2021","08",Umum,Antibody IgG & IgM SARS-CoV-2,95000.0,10
"2021","08",Paket Merdeka Basic,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat, Glukosa Darah Puasa",260000.0,9
"2021","08",Umum,Hematologi Rutin,125000.0,8
"2021","08",Paket MERDEKA Medium,"Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Asam Urat, Glukosa Darah Puasa",334000.0,8
"2021","08",Umum,Vitamin D 25 OH,360000.0,7
"2021","08",Umum,Hematologi Lengkap,148000.0,4
"2021","08",PaHe C,D-dimer,775000.0,4
"2021","08",Umum,"Hematologi Lengkap, Widal",367000.0,3
"2021","08",Umum,Glukosa Darah 2 Jam PP,60000.0,3
"2021","08",Umum,Urine Lengkap ,93000.0,3
"2021","08",Umum,D-dimer,775000.0,2
"2021","08",Umum,Asam Urat,70000.0,2
"2021","08",Umum,HBsAg Rapid,100000.0,2
"2021","08",Umum,Kreatinin,70000.0,2
"2021","08",Umum,"SGOT, SGPT",140000.0,2
"2021","08",Umum,"Antigen SARS-CoV-2 , PCR SARS CoV-2 - Reguler",978000.0,2
"2021","08",Umum,"Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",120000.0,2
"2021","08",Umum,"Hematologi Rutin, Widal",344000.0,2
"2021","08",Umum,Vitamin D 25 OH,715000.0,2
"2021","08",Umum,"Hematologi Lengkap, Kreatinin",218000.0,1
"2021","08",Umum,"Hematologi Lengkap, Dengue NS 1 Ag, CRP Kuantitatif",1070000.0,1
"2021","08",Umum,"SGOT, SGPT, SARS-CoV2 Antibody (Kuantitatif)",325000.0,1
"2021","08",Umum,"Asam Urat, HbA1C",335000.0,1
"2021","08",Paket MERDEKA Basic,"Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, eGFR, Asam Urat, Glukosa Darah Puasa, HbA1C",645000.0,1
"2021","08",Umum,"Vitamin D 25 OH, Urine Lengkap ",453000.0,1
"2021","08",Umum,PCR SARS CoV-2 - Reguler,399500.0,1
"2021","08",Umum,"Ureum, Kreatinin, Asam Urat, Urine Lengkap ",303000.0,1
"2021","08",Umum,"Hematologi Lengkap, Asam Urat, Widal",437000.0,1
"2021","08",Umum,PCR SARS CoV-2 - Reguler,247500.0,1
"2021","08",Umum,HBsAg,205000.0,1
"2021","08",Umum,"Hematologi Lengkap, Kolesterol Total, Ureum, Kreatinin, Asam Urat",428000.0,1
"2021","08",Umum,"Antigen SARS-CoV-2 , PCR SARS CoV-2 - Reguler",674000.0,1
"2021","08",Umum,"TPHA, VDRL",376000.0,1
"2021","08",Umum,"Antigen SARS-CoV-2 , SARS-CoV2 Antibody (Kuantitatif)",310000.0,1
"2021","08",Umum,Glukosa Darah Sewaktu,60000.0,1
"2021","08",Umum,SCREENING NARKOBA,150000.0,1
"2021","08",Umum,"Kolesterol LDL Direk, Trigliserida",210000.0,1
"2021","08",Umum,"Antigen SARS-CoV-2 , SARS-CoV2 Antibody (Kuantitatif)",364000.0,1
"2021","08",Umum,HbA1C,265000.0,1
"2021","08",Umum,"Hematologi Lengkap, Glukosa Darah Sewaktu, Anti HIV Rapid I, HBsAg Rapid, Urine Lengkap ",521000.0,1
"2021","08",Umum,"Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa, Urine Lengkap ",791000.0,1
"2021","08",Umum,"Hematologi Lengkap, Protrombine Time (PT), APTT",831000.0,1
"2021","08",Umum,"Glukosa Darah Sewaktu, PCR SARS CoV-2 - Reguler",555000.0,1
"2021","08",Umum,CRP Kuantitatif,310000.0,1
"2021","09",Umum,Antigen SARS-CoV-2 ,95000.0,1514
"2021","09",Umum,PCR SARS CoV-2 - Reguler,495000.0,776
"2021","09",Umum,"PCR SARS CoV-2 - Reguler, Biaya Adm CIto",795000.0,111
"2021","09",Umum,Antigen SARS-CoV-2 ,125000.0,49
"2021","09",Umum,PCR SARS CoV-2 (CITO 1),795000.0,38
"2021","09",Umum,SCREENING NARKOBA,150000.0,17
"2021","09","Paket Health Screening 
Special Anniversary","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, eGFR, Asam Urat, Glukosa Darah Puasa, HbA1C",645000.0,9
"2021","09",Umum,Hematologi Rutin,125000.0,8
"2021","09",Umum,Vitamin D 25 OH,450000.0,5
"2021","09",Umum,"Antigen SARS-CoV-2 , PCR SARS CoV-2 - Reguler",590000.0,5
"2021","09",Umum,Hematologi Lengkap,148000.0,5
"2021","09",Umum,SARS-CoV2 Antibody (Kuantitatif),185000.0,5
"2021","09",Umum,PCR SARS CoV-2 - Super Cito,1250000.0,5
"2021","09",PaHe B,"Hematologi Lengkap, Vitamin D 25 OH, D-dimer, SGOT, SGPT, Kreatinin, HbA1C, SARS-CoV2 Antibody (Kuantitatif), CRP Kuantitatif",1350000.0,3
"2021","09",Umum,Antibody IgG & IgM SARS-CoV-2,95000.0,3
"2021","09",Umum,Urine Lengkap ,93000.0,3
"2021","09",Umum,D-dimer,775000.0,3
"2021","09",Umum,"Hematologi Rutin, Urine Lengkap ",218000.0,2
"2021","09",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida",390000.0,2
"2021","09",Umum,"Antigen SARS-CoV-2 , PCR SARS CoV-2 - Reguler, Biaya Adm CIto",890000.0,2
"2021","09",Umum,"Hematologi Rutin, Widal",344000.0,2
"2021","09",Umum,"Hematologi Rutin, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida",414000.0,1
"2021","09",Umum,Kreatinin,70000.0,1
"2021","09",Umum,"Vitamin D 25 OH, SARS-CoV2 Antibody (Kuantitatif)",635000.0,1
"2021","09",Umum,"SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat",704000.0,1
"2021","09",Umum,"Hematologi Lengkap, Masa Perdarahan (BT), Masa Pembekuan (CT), Ureum, Kreatinin, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, Urine Lengkap ",583000.0,1
"2021","09",Umum,"Hematologi Lengkap, Urine Lengkap ",241000.0,1
"2021","09",Umum,"Hematologi Rutin, Golongan Darah, Glukosa Darah Sewaktu, HBsAg Rapid, Urine Lengkap ",467000.0,1
"2021","09",Umum,"Hematologi Lengkap, Anti HIV Rapid I, HBsAg Rapid, Urine Lengkap ",461000.0,1
"2021","09",Umum,"Vitamin D 25 OH, HbA1C",715000.0,1
"2021","09",Umum,"Hematologi Lengkap, Protrombine Time (PT), APTT",831000.0,1
"2021","09",Umum,"Asam Urat, Glukosa Darah Puasa",111000.0,1
"2021","09",Umum,HbA1C,265000.0,1
"2021","09",Umum,"Kolesterol Total, Asam Urat, Glukosa Darah Puasa",200000.0,1
"2021","09",Umum,"Hematologi Lengkap, Golongan Darah",256000.0,1
"2021","09",Umum,"SARS-CoV2 Antibody (Kuantitatif), PCR SARS CoV-2 - Reguler",680000.0,1
"2021","09",Umum,"Hematologi Lengkap, Ureum, Kreatinin",288000.0,1
"2021","09",Umum,"Albumin, Ureum, Kreatinin, Urine Lengkap ",335000.0,1
"2021","09",Umum,"Hematologi Rutin, Dengue NS 1 Ag",737000.0,1
"2021","09",Umum,"Hematologi Rutin, Protrombine Time (PT), APTT, INR, SGOT, SGPT, Ureum, Kreatinin, Glukosa Darah Sewaktu, Anti HIV Rapid I, HBsAg Rapid, Urine Lengkap ",1821000.0,1
"2021","09","Paket Health Screening 
Special Anniversary","Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, eGFR, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C",705000.0,1
"2021","09",Umum,"Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C",385000.0,1
"2021","09",Umum,PCR SARS CoV-2 - Reguler,247500.0,1
"2021","09",Umum,"Anti HIV Rapid I, HBsAg Rapid",220000.0,1
"2021","09",Umum,Glukosa Darah 2 Jam PP,60000.0,1
"2021","09",Umum,PT Dan INR,345000.0,1
"2021","09",Umum,"Hematologi Rutin, Antigen SARS-CoV-2 , Widal",439000.0,1
"2021","09",Umum,Glukosa Darah Puasa,60000.0,1
"2021","09",Umum,Asam Urat,70000.0,1
"2021","09",Umum,"Hematologi Rutin, Glukosa Darah Sewaktu",185000.0,1
"2021","09",Umum,"SGOT, SGPT, Total Protein, Albumin",344000.0,1
"2021","09",Umum,Dengue NS 1 Ag,500000.0,1
"2021","09",Umum,Tes Kehamilan,60000.0,1
"2021","09",Umum,"Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",82000.0,1
"2021","09",Umum,Glukosa Darah Sewaktu,41000.0,1
"2021","09",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa",520000.0,1
"2021","09",Umum,"Glukosa Darah Puasa, HbA1C",247000.0,1
"2021","09",Umum,"Hematologi Lengkap, Kolesterol Total, Glukosa Darah Puasa",278000.0,1
"2021","09",Umum,"SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida",494000.0,1
"2021","09",Umum,"Hematologi Rutin, Golongan Darah, Glukosa Darah Sewaktu, Anti HIV Rapid I, HBsAg Rapid, Urine Lengkap ",587000.0,1
"2021","09",Umum,"Hematologi Lengkap, SGOT, SGPT, Kolesterol Total, Kolesterol HDL, Kolesterol LDL, Trigliserida, Ureum, Kreatinin, eGFR, Asam Urat, Glukosa Darah Puasa, HbA1C",1104000.0,1
"2021","10",Umum,Antigen SARS-CoV-2 ,95000.0,1720
"2021","10",Umum,PCR SARS CoV-2 - Reguler,495000.0,881
"2021","10",Umum,PCR SARS CoV-2 (CITO 1),795000.0,237
"2021","10",Umum,PCR SARS CoV-2 - Reguler,275000.0,205
"2021","10",PaHe C,Antigen SARS-CoV-2 ,85500.0,83
"2021","10",Umum,PCR SARS CoV-2 - Super Cito,1250000.0,37
"2021","10",PaHe C,PCR SARS CoV-2 - Reguler,445500.0,37
"2021","10",Umum,Hematologi Rutin,125000.0,13
"2021","10",PaHe C,PCR SARS CoV-2 (CITO 1),715500.0,9
"2021","10",Umum,SCREENING NARKOBA,150000.0,8
"2021","10",Umum,Antigen SARS Cov-19 Nasal,125000.0,6
"2021","10",Umum,Hematologi Lengkap,148000.0,6
"2021","10",Umum,SARS-CoV2 Antibody (Kuantitatif),185000.0,6
"2021","10",Umum,PCR SARS CoV-2 - Reguler,490000.0,4
"2021","10",Umum,"Hematologi Rutin, Widal",344000.0,4
"2021","10",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa",465000.0,4
"2021","10",Umum,Antigen SARS-CoV-2 ,90000.0,4
"2021","10",Umum,"Kolesterol Total, Asam Urat, Glukosa Darah Puasa",174000.0,3
"2021","10",Umum,Glukosa Darah Puasa,41000.0,3
"2021","10",Umum,"SGOT, SGPT",140000.0,3
"2021","10",Umum,"Hematologi Rutin, Golongan Darah, Glukosa Darah Sewaktu, Anti HIV Rapid I, HBsAg Rapid, Urine Lengkap ",587000.0,2
"2021","10",Umum,HbA1C,206000.0,2
"2021","10",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida",354000.0,2
"2021","10",Umum,"Glukosa Darah Sewaktu, Antigen SARS-CoV-2 ",136000.0,2
"2021","10",Umum,Antigen Nasal,125000.0,2
"2021","10",Promo Panel Stroke,"Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa",520100.0,2
"2021","10",Umum,"Hematologi Rutin, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida",479000.0,1
"2021","10",Umum,Glukosa Darah Sewaktu,41000.0,1
"2021","10",Umum,"PCR SARS CoV-2 - Reguler, Biaya Adm CIto",795000.0,1
"2021","10",PaHe C,"Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Glukosa Darah Puasa, HbA1C",791100.0,1
"2021","10",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C",782000.0,1
"2021","10",Umum,"Hematologi Rutin, Golongan Darah, Glukosa Darah Sewaktu, HBsAg Rapid, Urine Lengkap ",467000.0,1
"2021","10",Umum,"Hematologi Rutin, Urine Lengkap ",218000.0,1
"2021","10",Umum,"Kolesterol Total, Kreatinin",133000.0,1
"2021","10",Paket Pemeriksaan Pencegahan Jantung Koroner,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Kreatinin, HbA1C, Hs-CRP",690900.0,1
"2021","10",Umum,"Kolesterol Total, Asam Urat, Glukosa Darah Sewaktu",174000.0,1
"2021","10",Umum,"Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",82000.0,1
"2021","10",Umum,Kreatinin,70000.0,1
"2021","10",Umum,"Kolesterol Total, Asam Urat",133000.0,1
"2021","10",Umum,"Free T4 (FT4), TSHs",790000.0,1
"2021","10",Umum,"Hematologi Rutin, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP",207000.0,1
"2021","10",PaHe C,"Hematologi Lengkap, Masa Perdarahan (BT), Masa Pembekuan (CT), Glukosa Darah Sewaktu, HBsAg Rapid, Urine Lengkap ",454800.0,1
"2021","10",Umum,"Hematologi Rutin, D-dimer, HbA1C",816000.0,1
"2021","10",Umum,"Hematologi Lengkap, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, Anti HIV Rapid I, HBsAg Rapid, Urine Lengkap ",543000.0,1
"2021","10",Umum,"Hematologi Rutin, MCV (Hema), MCH (Hema), MCHC (Hema), Glukosa Darah Sewaktu, Urine Lengkap ",259000.0,1
"2021","10",Umum,Antigen SARS-CoV-2 ,47500.0,1
"2021","10",Umum,"SGOT, SGPT, Ureum, Kreatinin, Glukosa Darah Sewaktu",321000.0,1
"2021","10",Umum,"Hematologi Lengkap, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa",753000.0,1
"2021","10",Umum,"Hematologi Lengkap, Masa Perdarahan (BT), Protrombine Time (PT), APTT",774000.0,1
"2021","10",Umum,Golongan Darah,108000.0,1
"2021","10",Umum,Anti HIV Rapid I,120000.0,1
"2021","10",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat",424000.0,1
"2021","10",Umum,Vitamin D 25 OH,450000.0,1
"2021","10",Umum,"Natrium (Na), Kalium (K), Klorida (Cl)",468000.0,1
"2021","10",Umum,"Hematologi Lengkap, D-dimer, SGOT, SGPT, Total Protein, Albumin, Ureum, Kreatinin, Asam Urat, HbA1C, Kalsium (Ca), Elektrolit Urine (Na-K-Cl)",1547000.0,1
"2021","10",Umum,"Kolesterol Total, Trigliserida, Asam Urat",203000.0,1
"2021","10",Umum,"Hematologi Rutin, HBsAg Rapid, Urine Lengkap ",318000.0,1
"2021","10",PANEL OSTEOPOROSIS,"Vitamin D 25 OH, Alkali Fosfatase",373800.0,1
"2021","10",Umum,"Hematologi Rutin, Antigen SARS-CoV-2 ",220000.0,1
"2021","10",Umum,"Hematologi Rutin, Kolesterol LDL Direk, Trigliserida, Ureum, Kreatinin, Asam Urat, Glukosa Darah Puasa, Glukosa Darah 2 Jam PP, HbA1C",828000.0,1
"2021","10",Umum,Asam Urat,70000.0,1
"2021","11",Umum,Antigen SARS-CoV-2 ,95000.0,2438
"2021","11",Umum,PCR SARS CoV-2 - Reguler,275000.0,704
"2021","11",Umum,PCR SARS CoV-2 (CITO 1),575000.0,105
"2021","11",Umum,Antigen SARS Cov-19 Nasal,125000.0,57
"2021","11",Umum,Antigen SARS-CoV-2 ,90000.0,28
"2021","11",Umum,PCR SARS CoV-2 - Super Cito,895000.0,20
"2021","11",Umum,Hematologi Lengkap,148000.0,16
"2021","11",Umum,Hematologi Rutin,125000.0,15
"2021","11",Umum,PCR SARS CoV-2 (CITO 1),795000.0,8
"2021","11",Umum,"Antigen SARS-CoV-2 , PCR SARS CoV-2 - Reguler",370000.0,6
"2021","11",Umum,"Hematologi Rutin, Widal",344000.0,5
"2021","11",Umum,SCREENING NARKOBA,150000.0,5
"2021","11",Umum,SARS-CoV2 Antibody (Kuantitatif),185000.0,3
"2021","11",Umum,"Kolesterol Total, Asam Urat, Glukosa Darah Sewaktu",174000.0,3
"2021","11",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida",354000.0,3
"2021","11",Umum,"Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Asam Urat, Glukosa Darah Puasa",465000.0,2
"2021","11",Umum,VDRL,132000.0,2
"2021","11",Umum,Urine Lengkap ,93000.0,2
"2021","11",Umum,"Vitamin D 25 OH, Kolesterol Total, Kolesterol HDL, Kolesterol LDL Direk, Trigliserida, Glukosa Darah Puasa",845000.0,2
"2021","11",Umum,Golongan Darah,86000.0,2
"2021","11",Umum,Anti HIV Rapid I,120000.0,2
"2021","11",Umum,Antibody IgG & IgM SARS-CoV-2,95000.0,1
"2021","11",Umum,"Golongan Darah, Antigen SARS-CoV-2 ",181000.0,1
"2021","11",Umum,Glukosa Darah Puasa,41000.0,1
